Company,Role Level,Principle Name,Principle Description,Behavioral Question,Question Type,Difficulty,Quote,Source
Flywire,Entry Level,Customer Focus,Put customers at center of everything,Tell me about prioritizing customer needs over business metrics.,Culture Fit,Medium,We are democratizing financial services and making them accessible to everyone through technology innovation.,"Flywire Leadership Team, Company Mission Statement, 2024"
Flywire,Mid Level,Innovation,Continuously innovate to solve problems,Describe developing innovative solutions to customer problems.,Problem Solving,Hard,We are democratizing financial services and making them accessible to everyone through technology innovation.,"Flywire Leadership Team, Company Mission Statement, 2024"
Flywire,Senior,Accessibility,Make financial services accessible to all,Give me an example of making complex things more accessible.,Values,Medium,We are democratizing financial services and making them accessible to everyone through technology innovation.,"Flywire Leadership Team, Company Mission Statement, 2024"
Flywire,Leadership,Trust and Security,Build trust through security and transparency,Tell me about building trust in challenging circumstances.,Leadership,Medium,We are democratizing financial services and making them accessible to everyone through technology innovation.,"Flywire Leadership Team, Company Mission Statement, 2024"
Flywire,Leadership,Scale and Growth,Build scalable solutions for global impact,Describe building something that could scale globally.,Problem Solving,Hard,We are democratizing financial services and making them accessible to everyone through technology innovation.,"Flywire Leadership Team, Company Mission Statement, 2024"
Flywire,Leadership,Financial Inclusion,Expand access to financial services,Give me an example of working to include excluded populations.,Values,Hard,We are democratizing financial services and making them accessible to everyone through technology innovation.,"Flywire Leadership Team, Company Mission Statement, 2024"
Ripple,Entry Level,Customer Focus,Put customers at center of everything,Tell me about prioritizing customer needs over business metrics.,Culture Fit,Medium,We are democratizing financial services and making them accessible to everyone through technology innovation.,"Ripple Leadership Team, Company Mission Statement, 2024"
Ripple,Mid Level,Innovation,Continuously innovate to solve problems,Describe developing innovative solutions to customer problems.,Problem Solving,Hard,We are democratizing financial services and making them accessible to everyone through technology innovation.,"Ripple Leadership Team, Company Mission Statement, 2024"
Ripple,Senior,Accessibility,Make financial services accessible to all,Give me an example of making complex things more accessible.,Values,Medium,We are democratizing financial services and making them accessible to everyone through technology innovation.,"Ripple Leadership Team, Company Mission Statement, 2024"
Ripple,Leadership,Trust and Security,Build trust through security and transparency,Tell me about building trust in challenging circumstances.,Leadership,Medium,We are democratizing financial services and making them accessible to everyone through technology innovation.,"Ripple Leadership Team, Company Mission Statement, 2024"
Ripple,Leadership,Scale and Growth,Build scalable solutions for global impact,Describe building something that could scale globally.,Problem Solving,Hard,We are democratizing financial services and making them accessible to everyone through technology innovation.,"Ripple Leadership Team, Company Mission Statement, 2024"
Ripple,Leadership,Financial Inclusion,Expand access to financial services,Give me an example of working to include excluded populations.,Values,Hard,We are democratizing financial services and making them accessible to everyone through technology innovation.,"Ripple Leadership Team, Company Mission Statement, 2024"
Chainalysis,Entry Level,Customer Focus,Put customers at center of everything,Tell me about prioritizing customer needs over business metrics.,Culture Fit,Medium,We are democratizing financial services and making them accessible to everyone through technology innovation.,"Chainalysis Leadership Team, Company Mission Statement, 2024"
